Class Name,Season,Section,Class Number,Meeting Time,Location,Instructor,Insutructor Url,Syllabus Url
CSC 423,Spring 2014-2015,Section:911,Class number:38078,Meeting time:-,Location:N/AatOnline Campus,Jonathan Gemmell,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=494,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20153&ClassNbr=38078&fid=368627
CSC 423,Winter 2014-2015,Section:801,Class number:20110,Meeting time:M5:45PM-9:00PM,Location:CDM 00224atLoop Campus,Jonathan Gemmell,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=494,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20152&ClassNbr=20110&fid=368627
CSC 423,Winter 2014-2015,Section:802,Class number:27441,Meeting time:Th5:45PM-9:00PM,Location:LEWIS 01515atLoop Campus,Mofak Hassan,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=1224,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20152&ClassNbr=27441&fid=829642
CSC 423,Winter 2014-2015,Section:810,Class number:20111,Meeting time:-,Location:N/AatOnline Campus,Jonathan Gemmell,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=494,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20152&ClassNbr=20111&fid=368627
CSC 423,Winter 2014-2015,Section:811,Class number:27442,Meeting time:-,Location:N/AatOnline Campus,Mofak Hassan,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=1224,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20152&ClassNbr=27442&fid=829642
CSC 423,Fall 2014-2015,Section:701,Class number:10018,Meeting time:M5:45PM-9:00PM,Location:CDM 00226atLoop Campus,John McDonald,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=643,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20151&ClassNbr=10018&fid=299516
CSC 423,Fall 2014-2015,Section:710,Class number:10064,Meeting time:-,Location:N/AatOnline Campus,John McDonald,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=643,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20151&ClassNbr=10064&fid=299516
CSC 423,Summer II 2013-2014,Section:501,Class number:41086,Meeting time:MW5:45PM-9:00PM,Location:CDM 00226atLoop Campus,Steve Jost,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=495,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20145&ClassNbr=41086&fid=299803
CSC 423,Summer II 2013-2014,Section:510,Class number:41087,Meeting time:-,Location:N/AatOnline Campus,Steve Jost,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=495,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20145&ClassNbr=41087&fid=299803
CSC 423,Spring 2013-2014,Section:901,Class number:30173,Meeting time:M5:45PM-9:00PM,Location:CDM 00226atLoop Campus,Raffaella Settimi-Woods,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=269,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20143&ClassNbr=30173&fid=366053
CSC 423,Spring 2013-2014,Section:910,Class number:30174,Meeting time:-,Location:N/AatOnline Campus,Raffaella Settimi-Woods,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=269,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20143&ClassNbr=30174&fid=366053
CSC 423,Winter 2013-2014,Section:801,Class number:20128,Meeting time:M5:45PM-9:00PM,Location:CDM 00214atLoop Campus,Jonathan Gemmell,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=494,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20142&ClassNbr=20128&fid=368627
CSC 423,Winter 2013-2014,Section:810,Class number:20129,Meeting time:-,Location:N/AatOnline Campus,Jonathan Gemmell,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=494,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20142&ClassNbr=20129&fid=368627
CSC 423,Fall 2013-2014,Section:701,Class number:10910,Meeting time:M5:45PM-9:00PM,Location:CDM 00214atLoop Campus,Jonathan Gemmell,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=494,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20141&ClassNbr=10910&fid=368627
CSC 423,Fall 2013-2014,Section:710,Class number:10972,Meeting time:-,Location:N/AatOnline Campus,Jonathan Gemmell,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=494,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20141&ClassNbr=10972&fid=368627
CSC 423,Summer II 2012-2013,Section:501,Class number:42119,Meeting time:MW6:00PM-9:15PM,Location:CDM 00226atLoop Campus,Steve Jost,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=495,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20135&ClassNbr=42119&fid=299803
CSC 423,Summer II 2012-2013,Section:510,Class number:42120,Meeting time:-,Location:N/AatOnline Campus,Steve Jost,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=495,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20135&ClassNbr=42120&fid=299803
CSC 423,Spring 2012-2013,Section:901,Class number:35033,Meeting time:W5:45PM-9:00PM,Location:CDM 00224atLoop Campus,Raffaella Settimi-Woods,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=269,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20133&ClassNbr=35033&fid=366053
CSC 423,Spring 2012-2013,Section:910,Class number:35034,Meeting time:-,Location:N/AatOnline Campus,Raffaella Settimi-Woods,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=269,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20133&ClassNbr=35034&fid=366053
CSC 423,Winter 2012-2013,Section:801,Class number:24221,Meeting time:W5:45PM-9:00PM,Location:CDM 00214atLoop Campus,Steve Jost,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=495,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20132&ClassNbr=24221&fid=299803
CSC 423,Winter 2012-2013,Section:810,Class number:24222,Meeting time:-,Location:N/AatOnline Campus,Steve Jost,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=495,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20132&ClassNbr=24222&fid=299803
CSC 423,Fall 2012-2013,Section:701,Class number:14471,Meeting time:M5:45PM-9:00PM,Location:CDM 00214atLoop Campus,Raffaella Settimi-Woods,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=269,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20131&ClassNbr=14471&fid=366053
CSC 423,Fall 2012-2013,Section:710,Class number:14558,Meeting time:-,Location:N/AatOnline Campus,Raffaella Settimi-Woods,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=269,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20131&ClassNbr=14558&fid=366053
CSC 423,Spring 2011-2012,Section:901,Class number:35090,Meeting time:M5:45PM-9:00PM,Location:CDM 00224atLoop Campus,Steve Jost,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=495,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20123&ClassNbr=35090&fid=299803
CSC 423,Spring 2011-2012,Section:910,Class number:35091,Meeting time:-,Location:N/AatOnline Campus,Steve Jost,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=495,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20123&ClassNbr=35091&fid=299803
CSC 423,Winter 2011-2012,Section:801,Class number:23724,Meeting time:W5:45PM-9:00PM,Location:LEWIS 01509atLoop Campus,Steve Jost,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=495,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20122&ClassNbr=23724&fid=299803
CSC 423,Winter 2011-2012,Section:810,Class number:23725,Meeting time:-,Location:N/AatOnline Campus,Steve Jost,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=495,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20122&ClassNbr=23725&fid=299803
CSC 423,Fall 2011-2012,Section:701,Class number:15435,Meeting time:M5:45PM-9:00PM,Location:CDM 00214atLoop Campus,Steve Jost,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=495,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20121&ClassNbr=15435&fid=299803
CSC 423,Fall 2011-2012,Section:710,Class number:15436,Meeting time:-,Location:N/AatOnline Campus,Steve Jost,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=495,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20121&ClassNbr=15436&fid=299803
CSC 423,Spring 2010-2011,Section:901,Class number:35419,Meeting time:Th5:45PM-9:00PM,Location:CDM 00224atLoop Campus,Raffaella Settimi-Woods,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=269,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20113&ClassNbr=35419&fid=366053
CSC 423,Spring 2010-2011,Section:910,Class number:35420,Meeting time:-,Location:N/AatOnline Campus,Raffaella Settimi-Woods,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=269,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20113&ClassNbr=35420&fid=366053
CSC 423,Fall 2010-2011,Section:701,Class number:14838,Meeting time:Tu5:45PM-9:00PM,Location:CDM 00220atLoop Campus,Raffaella Settimi-Woods,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=269,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20111&ClassNbr=14838&fid=366053
CSC 423,Fall 2010-2011,Section:710,Class number:14839,Meeting time:-,Location:N/AatOnline Campus,Raffaella Settimi-Woods,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=269,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20111&ClassNbr=14839&fid=366053
CSC 425,Winter 2015-2016,Section:801,Class number:22379,Meeting time:Tu5:45PM-9:00PM,Location:CDM 00220atLoop Campus,Raffaella Settimi-Woods,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=269,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20162&ClassNbr=22379&fid=366053
CSC 425,Winter 2015-2016,Section:810,Class number:22380,Meeting time:-,Location:N/AatOnline Campus,Raffaella Settimi-Woods,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=269,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20162&ClassNbr=22380&fid=366053
CSC 425,Fall 2015-2016,Section:701,Class number:11672,Meeting time:Th5:45PM-9:00PM,Location:CDM 00216atLoop Campus,Raffaella Settimi-Woods,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=269,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20161&ClassNbr=11672&fid=366053
CSC 425,Fall 2015-2016,Section:710,Class number:11673,Meeting time:-,Location:N/AatOnline Campus,Raffaella Settimi-Woods,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=269,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20161&ClassNbr=11673&fid=366053
CSC 425,Winter 2014-2015,Section:801,Class number:20112,Meeting time:Th5:45PM-9:00PM,Location:CDM 00224atLoop Campus,Raffaella Settimi-Woods,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=269,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20152&ClassNbr=20112&fid=366053
CSC 425,Winter 2014-2015,Section:810,Class number:20113,Meeting time:-,Location:N/AatOnline Campus,Raffaella Settimi-Woods,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=269,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20152&ClassNbr=20113&fid=366053
CSC 425,Fall 2014-2015,Section:701,Class number:10573,Meeting time:Th5:45PM-9:00PM,Location:CDM 00216atLoop Campus,Raffaella Settimi-Woods,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=269,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20151&ClassNbr=10573&fid=366053
CSC 425,Fall 2014-2015,Section:710,Class number:10574,Meeting time:-,Location:N/AatOnline Campus,Raffaella Settimi-Woods,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=269,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20151&ClassNbr=10574&fid=366053
CSC 425,Winter 2013-2014,Section:801,Class number:20130,Meeting time:W5:45PM-9:00PM,Location:CDM 00226atLoop Campus,Raffaella Settimi-Woods,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=269,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20142&ClassNbr=20130&fid=366053
CSC 425,Winter 2013-2014,Section:810,Class number:20131,Meeting time:-,Location:N/AatOnline Campus,Raffaella Settimi-Woods,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=269,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20142&ClassNbr=20131&fid=366053
CSC 425,Fall 2013-2014,Section:701,Class number:15521,Meeting time:Th5:45PM-9:00PM,Location:CDM 00216atLoop Campus,Raffaella Settimi-Woods,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=269,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20141&ClassNbr=15521&fid=366053
CSC 425,Fall 2013-2014,Section:710,Class number:15522,Meeting time:-,Location:N/AatOnline Campus,Raffaella Settimi-Woods,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=269,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20141&ClassNbr=15522&fid=366053
CSC 425,Winter 2012-2013,Section:801,Class number:24225,Meeting time:W5:45PM-9:00PM,Location:CDM 00216atLoop Campus,Raffaella Settimi-Woods,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=269,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20132&ClassNbr=24225&fid=366053
CSC 425,Winter 2012-2013,Section:810,Class number:24226,Meeting time:-,Location:N/AatOnline Campus,Raffaella Settimi-Woods,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=269,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20132&ClassNbr=24226&fid=366053
CSC 425,Winter 2011-2012,Section:801,Class number:23728,Meeting time:W5:45PM-9:00PM,Location:CDM 00216atLoop Campus,Raffaella Settimi-Woods,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=269,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20122&ClassNbr=23728&fid=366053
CSC 425,Winter 2011-2012,Section:810,Class number:23729,Meeting time:-,Location:N/AatOnline Campus,Raffaella Settimi-Woods,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=269,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20122&ClassNbr=23729&fid=366053
CSC 425,Winter 2010-2011,Section:801,Class number:23610,Meeting time:W5:45PM-9:00PM,Location:CDM 00200atLoop Campus,Raffaella Settimi-Woods,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=269,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20112&ClassNbr=23610&fid=366053
CSC 425,Winter 2010-2011,Section:810,Class number:23818,Meeting time:-,Location:N/AatOnline Campus,Raffaella Settimi-Woods,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=269,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20112&ClassNbr=23818&fid=366053
CSC 431,Winter 2015-2016,Section:801,Class number:22381,Meeting time:Th5:45PM-9:00PM,Location:CDM 00220atLoop Campus,Massimo DiPierro,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=343,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20162&ClassNbr=22381&fid=421382
CSC 431,Winter 2015-2016,Section:810,Class number:22382,Meeting time:-,Location:N/AatOnline Campus,Massimo DiPierro,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=343,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20162&ClassNbr=22382&fid=421382
CSC 431,Winter 2014-2015,Section:801,Class number:20114,Meeting time:Th5:45PM-9:00PM,Location:CDM 00220atLoop Campus,Massimo DiPierro,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=343,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20152&ClassNbr=20114&fid=421382
CSC 431,Winter 2014-2015,Section:810,Class number:20115,Meeting time:-,Location:N/AatOnline Campus,Massimo DiPierro,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=343,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20152&ClassNbr=20115&fid=421382
CSC 431,Winter 2013-2014,Section:801,Class number:20132,Meeting time:Th5:45PM-9:00PM,Location:CDM 00220atLoop Campus,Massimo DiPierro,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=343,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20142&ClassNbr=20132&fid=421382
CSC 431,Winter 2013-2014,Section:810,Class number:20133,Meeting time:-,Location:N/AatOnline Campus,Massimo DiPierro,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=343,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20142&ClassNbr=20133&fid=421382
CSC 431,Winter 2012-2013,Section:801,Class number:24229,Meeting time:Th5:45PM-9:00PM,Location:CDM 00220atLoop Campus,Massimo DiPierro,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=343,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20132&ClassNbr=24229&fid=421382
CSC 431,Winter 2012-2013,Section:810,Class number:24230,Meeting time:-,Location:N/AatOnline Campus,Massimo DiPierro,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=343,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20132&ClassNbr=24230&fid=421382
CSC 431,Winter 2011-2012,Section:801,Class number:23730,Meeting time:Th5:45PM-9:00PM,Location:CDM 00220atLoop Campus,Massimo DiPierro,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=343,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20122&ClassNbr=23730&fid=421382
CSC 431,Winter 2011-2012,Section:810,Class number:23731,Meeting time:-,Location:N/AatOnline Campus,Massimo DiPierro,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=343,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20122&ClassNbr=23731&fid=421382
CSC 431,Winter 2010-2011,Section:801,Class number:23611,Meeting time:Th5:45PM-9:00PM,Location:CDM 00228atLoop Campus,Massimo DiPierro,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=343,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20112&ClassNbr=23611&fid=421382
CSC 431,Winter 2010-2011,Section:810,Class number:23819,Meeting time:-,Location:N/AatOnline Campus,Massimo DiPierro,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=343,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20112&ClassNbr=23819&fid=421382
CSC 521,Spring 2014-2015,Section:901,Class number:30162,Meeting time:Tu5:45PM-9:00PM,Location:LEWIS 01105atLoop Campus,Massimo DiPierro,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=343,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20153&ClassNbr=30162&fid=421382
CSC 521,Spring 2014-2015,Section:910,Class number:30163,Meeting time:-,Location:N/AatOnline Campus,Massimo DiPierro,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=343,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20153&ClassNbr=30163&fid=421382
CSC 521,Spring 2013-2014,Section:901,Class number:30193,Meeting time:Tu5:45PM-9:00PM,Location:LEWIS 01001atLoop Campus,Massimo DiPierro,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=343,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20143&ClassNbr=30193&fid=421382
CSC 521,Spring 2013-2014,Section:910,Class number:30194,Meeting time:-,Location:N/AatOnline Campus,Massimo DiPierro,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=343,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20143&ClassNbr=30194&fid=421382
CSC 521,Spring 2012-2013,Section:901,Class number:35060,Meeting time:Tu5:45PM-9:00PM,Location:LEWIS 01009atLoop Campus,Massimo DiPierro,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=343,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20133&ClassNbr=35060&fid=421382
CSC 521,Spring 2012-2013,Section:910,Class number:35061,Meeting time:-,Location:N/AatOnline Campus,Massimo DiPierro,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=343,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20133&ClassNbr=35061&fid=421382
CSC 521,Spring 2011-2012,Section:901,Class number:35217,Meeting time:Tu5:45PM-9:00PM,Location:CDM 00216atLoop Campus,Massimo DiPierro,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=343,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20123&ClassNbr=35217&fid=421382
CSC 521,Spring 2011-2012,Section:910,Class number:35218,Meeting time:-,Location:N/AatOnline Campus,Massimo DiPierro,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=343,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20123&ClassNbr=35218&fid=421382
CSC 521,Spring 2010-2011,Section:901,Class number:35409,Meeting time:Tu5:45PM-9:00PM,Location:CDM 00206atLoop Campus,Massimo DiPierro,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=343,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20113&ClassNbr=35409&fid=421382
CSC 521,Spring 2010-2011,Section:910,Class number:35410,Meeting time:-,Location:N/AatOnline Campus,Massimo DiPierro,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=343,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20113&ClassNbr=35410&fid=421382
ECO 555,Winter 2015-2016,Section:201,Class number:25058,Meeting time:M5:45PM-9:00PM,Location:N/AatLoop Campus,,,
ECO 555,Winter 2015-2016,Section:202,Class number:25059,Meeting time:Tu5:45PM-9:00PM,Location:N/AatLoop Campus,,,
ECO 555,Winter 2015-2016,Section:240,Class number:25060,Meeting time:-,Location:N/AatOnline Campus,,,
ECO 555,Fall 2015-2016,Section:102,Class number:12807,Meeting time:W5:45PM-9:00PM,Location:DPAUL 08205atLoop Campus,,,
ECO 555,Fall 2015-2016,Section:103,Class number:13042,Meeting time:Th6:00PM-9:15PM,Location:OHARE 00310atO'Hare Campus,,,
ECO 555,Summer II 2014-2015,Section:502,Class number:41984,Meeting time:MW5:45PM-9:00PM,Location:DPAUL 08010atLoop Campus,,,
ECO 555,Summer I 2014-2015,Section:201,Class number:41582,Meeting time:TuTh5:45PM-9:00PM,Location:DPAUL 08203atLoop Campus,,,
ECO 555,Spring 2014-2015,Section:301,Class number:35210,Meeting time:M5:45PM-9:00PM,Location:DPAUL 06301atLoop Campus,,,
ECO 555,Spring 2014-2015,Section:302,Class number:35211,Meeting time:Tu5:45PM-9:00PM,Location:DPAUL 08002atLoop Campus,,,
ECO 555,Spring 2014-2015,Section:303,Class number:35212,Meeting time:Th5:45PM-9:00PM,Location:DPAUL 08206atLoop Campus,,,
ECO 555,Winter 2014-2015,Section:201,Class number:22929,Meeting time:M5:45PM-9:00PM,Location:14EAS 00602atLoop Campus,,,
ECO 555,Winter 2014-2015,Section:202,Class number:22930,Meeting time:Tu5:45PM-9:00PM,Location:DPAUL 08002atLoop Campus,,,
ECO 555,Winter 2014-2015,Section:203,Class number:22931,Meeting time:Th5:45PM-9:00PM,Location:N/AatNaperville Campus,,,
ECO 555,Winter 2014-2015,Section:220,Class number:22933,Meeting time:MW10:10AM-11:40AM,Location:DPAUL 08206atLoop Campus,,,
ECO 555,Fall 2014-2015,Section:102,Class number:15535,Meeting time:Tu5:45PM-9:00PM,Location:DPAUL 08002atLoop Campus,,,
ECO 555,Fall 2014-2015,Section:103,Class number:15536,Meeting time:W5:45PM-9:00PM,Location:DPAUL 08203atLoop Campus,,,
ECO 555,Fall 2014-2015,Section:104,Class number:17323,Meeting time:Th5:45PM-9:00PM,Location:OHARE 00301atO'Hare Campus,,,
ECO 555,Summer II 2013-2014,Section:501,Class number:40824,Meeting time:MW5:45PM-9:00PM,Location:DPAUL 08010atLoop Campus,,,
ECO 555,Summer I 2013-2014,Section:201,Class number:40823,Meeting time:TuTh5:45PM-9:00PM,Location:DPAUL 08010atLoop Campus,,,
ECO 555,Spring 2013-2014,Section:301,Class number:36727,Meeting time:M5:45PM-9:00PM,Location:DPAUL 05903atLoop Campus,,,
ECO 555,Spring 2013-2014,Section:302,Class number:36728,Meeting time:Tu5:45PM-9:00PM,Location:DPAUL 08205atLoop Campus,,,
ECO 555,Spring 2013-2014,Section:303,Class number:36729,Meeting time:W5:45PM-9:00PM,Location:DPAUL 08203atLoop Campus,,,
ECO 555,Winter 2013-2014,Section:201,Class number:27135,Meeting time:M5:45PM-9:00PM,Location:14EAS 00607atLoop Campus,,,
ECO 555,Winter 2013-2014,Section:202,Class number:27136,Meeting time:Tu5:45PM-9:00PM,Location:DPAUL 07601atLoop Campus,,,
ECO 555,Winter 2013-2014,Section:203,Class number:27137,Meeting time:W5:45PM-9:00PM,Location:DPAUL 08207atLoop Campus,,,
ECO 555,Winter 2013-2014,Section:204,Class number:27138,Meeting time:Th5:45PM-9:00PM,Location:NAPRV 00226atNaperville Campus,,,
ECO 555,Fall 2013-2014,Section:101,Class number:16507,Meeting time:M5:45PM-9:00PM,Location:DPAUL 08203atLoop Campus,,,
ECO 555,Fall 2013-2014,Section:102,Class number:16508,Meeting time:Tu5:45PM-9:00PM,Location:14EAS 00602atLoop Campus,,,
ECO 555,Fall 2013-2014,Section:103,Class number:16509,Meeting time:W6:00PM-9:15PM,Location:OHARE 00301atO'Hare Campus,,,
ECO 555,Summer II 2012-2013,Section:501,Class number:41726,Meeting time:MW5:45PM-9:00PM,Location:DPAUL 08002atLoop Campus,,,
ECO 555,Summer I 2012-2013,Section:201,Class number:41725,Meeting time:TuTh5:45PM-9:00PM,Location:DPAUL 08207atLoop Campus,,,
ECO 555,Spring 2012-2013,Section:301,Class number:36085,Meeting time:M5:45PM-9:00PM,Location:DPAUL 08204atLoop Campus,,,
ECO 555,Spring 2012-2013,Section:302,Class number:36086,Meeting time:W5:45PM-9:00PM,Location:DPAUL 08002atLoop Campus,,,
ECO 555,Spring 2012-2013,Section:303,Class number:36087,Meeting time:Th5:45PM-9:00PM,Location:DPAUL 08002atLoop Campus,,,
