Class Name,Season,Section,Class Number,Meeting Time,Location,Instructor,Insutructor Url,Syllabus Url
ANI 423,Fall 2015-2016,Section:701,Class number:11718,Meeting time:Tu5:45PM-9:00PM,Location:CDM 00722atLoop Campus,Mary Omelina,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=795,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20161&ClassNbr=11718&fid=79335
ANI 423,Fall 2014-2015,Section:701,Class number:10637,Meeting time:Tu5:45PM-9:00PM,Location:CDM 00722atLoop Campus,Mary Omelina,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=795,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20151&ClassNbr=10637&fid=79335
ANI 460,Fall 2015-2016,Section:701,Class number:11438,Meeting time:M5:45PM-9:00PM,Location:14EAS 00507atLoop Campus,Alexander Stewart,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=446,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20161&ClassNbr=11438&fid=104536
ANI 460,Fall 2014-2015,Section:701,Class number:10300,Meeting time:W5:45PM-9:00PM,Location:CDM 0436AatLoop Campus,Lisa Barcy,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=444,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20151&ClassNbr=10300&fid=103962
ANI 460,Fall 2013-2014,Section:701,Class number:11261,Meeting time:W5:45PM-9:00PM,Location:CDM 0436AatLoop Campus,Lisa Barcy,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=444,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20141&ClassNbr=11261&fid=103962
ANI 460,Fall 2012-2013,Section:701,Class number:15316,Meeting time:W5:45PM-9:00PM,Location:CDM 0436AatLoop Campus,Lisa Barcy,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=444,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20131&ClassNbr=15316&fid=103962
ANI 460,Fall 2011-2012,Section:701,Class number:15835,Meeting time:W5:45PM-9:00PM,Location:CDM 0436AatLoop Campus,Lisa Barcy,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=444,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20121&ClassNbr=15835&fid=103962
ANI 421,Fall 2015-2016,Section:701,Class number:11719,Meeting time:W5:45PM-9:00PM,Location:CDMCT 00527atLoop Campus,Steve Socki,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=1171,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20161&ClassNbr=11719&fid=926557
ANI 421,Fall 2014-2015,Section:701,Class number:10638,Meeting time:M5:45PM-9:00PM,Location:CDMCT 00527atLoop Campus,Steve Socki,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=1171,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20151&ClassNbr=10638&fid=926557
ANI 421,Fall 2013-2014,Section:701,Class number:15862,Meeting time:Tu5:45PM-9:00PM,Location:CDMCT 00527atLoop Campus,Steve Socki,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=1171,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20141&ClassNbr=15862&fid=926557
ANI 421,Fall 2012-2013,Section:701,Class number:15309,Meeting time:Th5:45PM-9:00PM,Location:CDM A0527atLoop Campus,Scott Roberts,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=417,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20131&ClassNbr=15309&fid=594772
ANI 421,Fall 2011-2012,Section:701,Class number:15557,Meeting time:M5:45PM-9:00PM,Location:CDM 00722atLoop Campus,Scott Roberts,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=417,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20121&ClassNbr=15557&fid=594772
ANI 425,Winter 2015-2016,Section:801,Class number:22689,Meeting time:Th5:45PM-9:00PM,Location:CDMCT 00527atLoop Campus,Devin Bell,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=994,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20162&ClassNbr=22689&fid=776099
ANI 425,Winter 2014-2015,Section:801,Class number:20453,Meeting time:Tu5:45PM-9:00PM,Location:CDMCT 00527atLoop Campus,Devin Bell,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=994,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20152&ClassNbr=20453&fid=776099
ANI 425,Winter 2013-2014,Section:801,Class number:20558,Meeting time:Th5:45PM-9:00PM,Location:CDMCT 00527atLoop Campus,,,
ANI 425,Winter 2012-2013,Section:801,Class number:25974,Meeting time:Th5:45PM-9:00PM,Location:CDMCT 00527atLoop Campus,Devin Bell,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=994,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20132&ClassNbr=25974&fid=776099
ANI 425,Winter 2011-2012,Section:801,Class number:25464,Meeting time:M5:45PM-9:00PM,Location:CDM 00722atLoop Campus,Devin Bell,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=994,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20122&ClassNbr=25464&fid=776099
ANI 422,Winter 2015-2016,Section:801,Class number:22688,Meeting time:W5:45PM-9:00PM,Location:CDMCT 00527atLoop Campus,Lisa Barcy,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=444,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20162&ClassNbr=22688&fid=103962
ANI 422,Winter 2014-2015,Section:801,Class number:20452,Meeting time:W5:45PM-9:00PM,Location:CDMCT 00527atLoop Campus,Lisa Barcy,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=444,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20152&ClassNbr=20452&fid=103962
ANI 422,Winter 2013-2014,Section:801,Class number:20557,Meeting time:W5:45PM-9:00PM,Location:CDMCT 00527atLoop Campus,Lisa Barcy,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=444,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20142&ClassNbr=20557&fid=103962
ANI 422,Winter 2012-2013,Section:801,Class number:25972,Meeting time:W5:45PM-9:00PM,Location:CDMCT 00527atLoop Campus,Lisa Barcy,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=444,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20132&ClassNbr=25972&fid=103962
ANI 422,Winter 2011-2012,Section:801,Class number:25455,Meeting time:W5:45PM-9:00PM,Location:CDM 00722atLoop Campus,Lisa Barcy,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=444,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20122&ClassNbr=25455&fid=103962
ANI 444,Spring 2014-2015,Section:601,Class number:30443,Meeting time:TuTh1:30PM-3:00PM,Location:CDM 00722atLoop Campus,James Taylor,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=459,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20153&ClassNbr=30443&fid=646628
ANI 444,Spring 2013-2014,Section:901,Class number:30540,Meeting time:Th5:45PM-9:00PM,Location:CDMCT 00527atLoop Campus,James Taylor,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=459,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20143&ClassNbr=30540&fid=646628
ANI 444,Spring 2012-2013,Section:901,Class number:35557,Meeting time:Th5:45PM-9:00PM,Location:CDMCT 00527atLoop Campus,James Taylor,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=459,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20133&ClassNbr=35557&fid=646628
ANI 444,Spring 2011-2012,Section:901,Class number:35672,Meeting time:M5:45PM-9:00PM,Location:CDM 00722atLoop Campus,James Taylor,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=459,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20123&ClassNbr=35672&fid=646628
ANI 444,Fall 2010-2011,Section:701,Class number:15056,Meeting time:M5:45PM-9:00PM,Location:CDM 00722atLoop Campus,James Taylor,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=459,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20111&ClassNbr=15056&fid=646628
ANI 440,Spring 2014-2015,Section:901,Class number:30449,Meeting time:W5:45PM-9:00PM,Location:CDMCT 00527atLoop Campus,Meghann Artes,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=996,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20153&ClassNbr=30449&fid=779480
ANI 440,Spring 2013-2014,Section:901,Class number:30550,Meeting time:M5:45PM-9:00PM,Location:CDMCT 00527atLoop Campus,Devin Bell,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=994,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20143&ClassNbr=30550&fid=776099
ANI 440,Spring 2012-2013,Section:901,Class number:35597,Meeting time:Tu5:45PM-9:00PM,Location:CDMCT 00527atLoop Campus,Meghann Artes,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=996,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20133&ClassNbr=35597&fid=779480
ANI 440,Spring 2011-2012,Section:901,Class number:35704,Meeting time:W5:45PM-9:00PM,Location:CDM 00722atLoop Campus,Meghann Artes,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=996,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20123&ClassNbr=35704&fid=779480
ANI 466,Spring 2014-2015,Section:901,Class number:30450,Meeting time:M5:45PM-9:00PM,Location:CDM 0436AatLoop Campus,Alexander Stewart,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=446,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20153&ClassNbr=30450&fid=104536
ANI 466,Spring 2013-2014,Section:901,Class number:30551,Meeting time:Tu5:45PM-9:00PM,Location:CDM 0436AatLoop Campus,Andrew Roche,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=987,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20143&ClassNbr=30551&fid=774136
ANI 466,Spring 2012-2013,Section:901,Class number:35599,Meeting time:W5:45PM-9:00PM,Location:CDM 0436AatLoop Campus,Alexander Stewart,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=446,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20133&ClassNbr=35599&fid=104536
ANI 466,Spring 2011-2012,Section:901,Class number:35811,Meeting time:Th5:45PM-9:00PM,Location:CDM 00540atLoop Campus,Alexander Stewart,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=446,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20123&ClassNbr=35811&fid=104536
ANI 540,Winter 2015-2016,Section:801,Class number:26725,Meeting time:M5:45PM-7:15PM,Location:CDMCT 00527atLoop Campus,Lisa Barcy,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=444,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20162&ClassNbr=26725&fid=103962
ANI 540,Fall 2014-2015,Section:701,Class number:10685,Meeting time:M5:45PM-7:15PM,Location:CDM 00722atLoop Campus,Lisa Barcy,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=444,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20151&ClassNbr=10685&fid=103962
ANI 540,Fall 2013-2014,Section:701,Class number:16599,Meeting time:M5:45PM-7:15PM,Location:CDMCT 00527atLoop Campus,,,
ANI 540,Fall 2012-2013,Section:701,Class number:15317,Meeting time:Th5:45PM-7:15PM,Location:CDM 00722atLoop Campus,,,
ANI 541,Winter 2014-2015,Section:801,Class number:20463,Meeting time:M5:45PM-7:15PM,Location:CDMCT 00527atLoop Campus,Lisa Barcy,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=444,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20152&ClassNbr=20463&fid=103962
ANI 541,Winter 2013-2014,Section:801,Class number:20572,Meeting time:M5:45PM-7:15PM,Location:CDMCT 00527atLoop Campus,,,
ANI 541,Winter 2012-2013,Section:801,Class number:25997,Meeting time:M5:45PM-7:15PM,Location:CDMCT 00527atLoop Campus,,,
ANI 430,Winter 2015-2016,Section:501,Class number:22691,Meeting time:MW10:10AM-11:40AM,Location:CDMCT 00527atLoop Campus,Brian Ferguson,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=1292,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20162&ClassNbr=22691&fid=1073806
ANI 430,Fall 2015-2016,Section:701,Class number:11436,Meeting time:W5:45PM-9:00PM,Location:CDM 00722atLoop Campus,Joshua Jones,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=435,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20161&ClassNbr=11436&fid=88664
ANI 430,Spring 2014-2015,Section:901,Class number:30120,Meeting time:Tu5:45PM-9:00PM,Location:CDMCT 00527atLoop Campus,Devin Bell,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=994,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20153&ClassNbr=30120&fid=776099
ANI 430,Winter 2014-2015,Section:801,Class number:20455,Meeting time:W5:45PM-9:00PM,Location:CDM 00722atLoop Campus,Mary Omelina,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=795,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20152&ClassNbr=20455&fid=79335
ANI 430,Fall 2014-2015,Section:401,Class number:10293,Meeting time:TuTh10:10AM-11:40AM,Location:CDM 00722atLoop Campus,Joshua Jones,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=435,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20151&ClassNbr=10293&fid=88664
ANI 430,Spring 2013-2014,Section:601,Class number:30146,Meeting time:MW1:30PM-3:00PM,Location:CDMCT 00527atLoop Campus,Devin Bell,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=994,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20143&ClassNbr=30146&fid=776099
ANI 430,Winter 2013-2014,Section:801,Class number:20560,Meeting time:Tu5:45PM-9:00PM,Location:CDMCT 00527atLoop Campus,Joshua Jones,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=435,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20142&ClassNbr=20560&fid=88664
ANI 430,Fall 2013-2014,Section:701,Class number:11246,Meeting time:Tu5:45PM-9:00PM,Location:CDM 00722atLoop Campus,Joshua Jones,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=435,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20141&ClassNbr=11246&fid=88664
ANI 430,Spring 2012-2013,Section:901,Class number:34963,Meeting time:Tu6:00PM-9:15PM,Location:STDCT 00364atLincoln Park Campus,Joshua Jones,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=435,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20133&ClassNbr=34963&fid=88664
ANI 430,Winter 2012-2013,Section:801,Class number:25976,Meeting time:Tu6:00PM-9:15PM,Location:STDCT 00363atLincoln Park Campus,Joshua Jones,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=435,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20132&ClassNbr=25976&fid=88664
ANI 430,Fall 2012-2013,Section:401,Class number:15301,Meeting time:MW11:50AM-1:20PM,Location:CDM 00722atLoop Campus,Devin Bell,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=994,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20131&ClassNbr=15301&fid=776099
ANI 430,Spring 2011-2012,Section:601,Class number:35660,Meeting time:MW3:10PM-4:40PM,Location:CDM 00722atLoop Campus,Joshua Jones,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=435,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20123&ClassNbr=35660&fid=88664
ANI 430,Winter 2011-2012,Section:501,Class number:25435,Meeting time:MW1:30PM-3:00PM,Location:CDM 00722atLoop Campus,Devin Bell,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=994,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20122&ClassNbr=25435&fid=776099
ANI 430,Fall 2011-2012,Section:701,Class number:15823,Meeting time:Th5:45PM-9:00PM,Location:CDM 00722atLoop Campus,Joshua Jones,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=435,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20121&ClassNbr=15823&fid=88664
ANI 430,Spring 2010-2011,Section:601,Class number:35882,Meeting time:MW10:10AM-11:40AM,Location:CDM 00722atLoop Campus,Devin Bell,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=994,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20113&ClassNbr=35882&fid=776099
ANI 430,Winter 2010-2011,Section:501,Class number:25514,Meeting time:TuTh1:30PM-3:00PM,Location:CDM 00722atLoop Campus,Devin Bell,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=994,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20112&ClassNbr=25514&fid=776099
ANI 430,Fall 2010-2011,Section:401,Class number:15031,Meeting time:TuTh11:50AM-1:20PM,Location:CDM 00722atLoop Campus,Devin Bell,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=994,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20111&ClassNbr=15031&fid=776099
ANI 431,Winter 2015-2016,Section:801,Class number:22693,Meeting time:Tu5:45PM-9:00PM,Location:CDMCT 00527atLoop Campus,Joshua Jones,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=435,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20162&ClassNbr=22693&fid=88664
ANI 431,Winter 2014-2015,Section:801,Class number:20457,Meeting time:Th5:45PM-9:00PM,Location:CDMCT 00527atLoop Campus,Joshua Jones,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=435,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20152&ClassNbr=20457&fid=88664
ANI 431,Winter 2013-2014,Section:501,Class number:20562,Meeting time:TuTh11:50AM-1:20PM,Location:CDM 00722atLoop Campus,Joshua Jones,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=435,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20142&ClassNbr=20562&fid=88664
ANI 431,Winter 2012-2013,Section:501,Class number:25979,Meeting time:TuTh1:30PM-3:00PM,Location:CDM 00722atLoop Campus,Devin Bell,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=994,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20132&ClassNbr=25979&fid=776099
ANI 431,Winter 2011-2012,Section:801,Class number:25448,Meeting time:M6:00PM-9:15PM,Location:STDCT 00364atLincoln Park Campus,Joshua Jones,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=435,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20122&ClassNbr=25448&fid=88664
ANI 431,Winter 2010-2011,Section:801,Class number:25516,Meeting time:Tu6:00PM-9:15PM,Location:STDCT 00364atLincoln Park Campus,Joshua Jones,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=435,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20112&ClassNbr=25516&fid=88664
ANI 432,Winter 2015-2016,Section:801,Class number:22897,Meeting time:M5:45PM-9:00PM,Location:CDM 00722atLoop Campus,Suruchi Pahwa,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=1003,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20162&ClassNbr=22897&fid=788857
ANI 432,Spring 2014-2015,Section:901,Class number:30438,Meeting time:M5:45PM-9:00PM,Location:CDMCT 00527atLoop Campus,Suruchi Pahwa,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=1003,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20153&ClassNbr=30438&fid=788857
ANI 432,Winter 2014-2015,Section:801,Class number:20714,Meeting time:M5:45PM-9:00PM,Location:CDM 00722atLoop Campus,Suruchi Pahwa,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=1003,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20152&ClassNbr=20714&fid=788857
ANI 432,Spring 2013-2014,Section:901,Class number:30532,Meeting time:M5:45PM-9:00PM,Location:CDM 00722atLoop Campus,Suruchi Pahwa,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=1003,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20143&ClassNbr=30532&fid=788857
ANI 432,Winter 2013-2014,Section:801,Class number:27279,Meeting time:M5:45PM-9:00PM,Location:CDMCT 00532atLoop Campus,Suruchi Pahwa,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=1003,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20142&ClassNbr=27279&fid=788857
ANI 432,Fall 2013-2014,Section:701,Class number:11257,Meeting time:M5:45PM-9:00PM,Location:CDM 00722atLoop Campus,Suruchi Pahwa,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=1003,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20141&ClassNbr=11257&fid=788857
ANI 432,Spring 2012-2013,Section:901,Class number:35542,Meeting time:M5:45PM-9:00PM,Location:CDM 00722atLoop Campus,Suruchi Pahwa,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=1003,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20133&ClassNbr=35542&fid=788857
ANI 432,Fall 2012-2013,Section:401,Class number:15312,Meeting time:TuTh1:30PM-3:00PM,Location:CDM 00722atLoop Campus,Suruchi Pahwa,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=1003,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20131&ClassNbr=15312&fid=788857
ANI 432,Fall 2011-2012,Section:401,Class number:15830,Meeting time:MW11:50AM-1:20PM,Location:CDM 00722atLoop Campus,Suruchi Pahwa,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=1003,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20121&ClassNbr=15830&fid=788857
ANI 432,Fall 2010-2011,Section:701,Class number:15051,Meeting time:W5:45PM-9:00PM,Location:CDM 00722atLoop Campus,Suruchi Pahwa,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=1003,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20111&ClassNbr=15051&fid=788857
ANI 433,Fall 2014-2015,Section:701,Class number:17054,Meeting time:Th5:45PM-9:00PM,Location:CDM 00722atLoop Campus,Mary Omelina,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=795,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20151&ClassNbr=17054&fid=79335
ANI 435,Spring 2014-2015,Section:901,Class number:30683,Meeting time:Th5:45PM-9:00PM,Location:CDMCT 00527atLoop Campus,James Taylor,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=459,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20153&ClassNbr=30683&fid=646628
ANI 435,Spring 2013-2014,Section:601,Class number:36421,Meeting time:TuTh1:30PM-3:00PM,Location:CDM 00722atLoop Campus,James Taylor,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=459,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20143&ClassNbr=36421&fid=646628
ANI 435,Winter 2012-2013,Section:801,Class number:25982,Meeting time:M5:45PM-9:00PM,Location:CDM 00722atLoop Campus,James Taylor,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=459,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20132&ClassNbr=25982&fid=646628
ANI 435,Spring 2011-2012,Section:901,Class number:35908,Meeting time:Th5:45PM-9:00PM,Location:CDM 00722atLoop Campus,Aren Voorhees,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=985,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20123&ClassNbr=35908&fid=772433
ANI 435,Fall 2011-2012,Section:701,Class number:15834,Meeting time:Tu5:45PM-9:00PM,Location:CDM 00722atLoop Campus,Aren Voorhees,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=985,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20121&ClassNbr=15834&fid=772433
ANI 435,Fall 2010-2011,Section:402,Class number:16029,Meeting time:MW10:10AM-11:40AM,Location:CDM 00722atLoop Campus,James Taylor,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=459,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20111&ClassNbr=16029&fid=646628
ANI 436,Winter 2015-2016,Section:501,Class number:26544,Meeting time:TuTh1:30PM-3:00PM,Location:CDM 00722atLoop Campus,James Taylor,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=459,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20162&ClassNbr=26544&fid=646628
ANI 436,Fall 2014-2015,Section:401,Class number:17056,Meeting time:TuTh1:30PM-3:00PM,Location:CDMCT 00527atLoop Campus,James Taylor,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=459,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20151&ClassNbr=17056&fid=646628
ANI 436,Winter 2013-2014,Section:801,Class number:25449,Meeting time:Tu5:45PM-9:00PM,Location:CDM 00722atLoop Campus,James Taylor,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=459,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20142&ClassNbr=25449&fid=646628
ANI 436,Spring 2012-2013,Section:601,Class number:35546,Meeting time:TuTh1:30PM-3:00PM,Location:CDMCT 00527atLoop Campus,James Taylor,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=459,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20133&ClassNbr=35546&fid=646628
ANI 436,Spring 2011-2012,Section:601,Class number:35662,Meeting time:TuTh11:50AM-1:20PM,Location:DPAUL C106BatLoop Campus,James Taylor,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=459,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20123&ClassNbr=35662&fid=646628
